block_number,time,number_of_twetches
617969,1535276097,0
618545,1527697698,0
617970,1535276139,0
618860,1534434957,0
617971,1535276496,0
617972,1535276503,0
618861,1534435396,0
617973,1535276679,0
617974,1535276738,0
617975,1535276752,0
618862,1534435492,0
617730,1531111636,0
618863,1534435820,0
617976,1535277010,0
617731,1531111794,0
618864,1534436508,0
618865,1534436869,0
617732,1531112137,0
618546,1527698741,0
618866,1534437463,0
617733,1531112605,0
617977,1535278585,0
618867,1534437680,0
617734,1531112921,0
618547,1527699257,0
617735,1531113172,0
617736,1531113834,0
617737,1531114101,0
617978,1535281238,0
616974,1587304732,0
617979,1535283158,0
618548,1527700118,0
618868,1534438072,0
621065,1549278203,0
616980,1587394968,21
617738,1531115994,0
617980,1535283764,0
618549,1527701000,0
621066,1549278651,0
618869,1534439360,0
617981,1535283878,0
618550,1527701506,0
618870,1534439840,0
618871,1534440370,0
618872,1534441100,0
618873,1534441240,0
618874,1534441351,0
618551,1527701792,0
618875,1534441520,0
618876,1534441680,0
618877,1534441788,0
618552,1527702428,0
618878,1534442131,0
617739,1531118329,0
621067,1549278950,0
617982,1535285918,0
618879,1534442844,0
617740,1531118598,0
621068,1549279025,0
618553,1527702951,0
618880,1534444079,0
618881,1534444290,0
618882,1534444320,0
617983,1535286758,0
618883,1534444441,0
617984,1535286776,0
618884,1534444699,0
618885,1534445174,0
617985,1535287403,0
618886,1534446493,0
618887,1534447417,0
618888,1534448032,0
617741,1531120087,0
618889,1534448064,0
618890,1534448160,0
617742,1531120303,0
617986,1535288078,0
617743,1531120567,0
621069,1549280450,0
618891,1534449623,0
618554,1527704814,0
617987,1535288724,0
617744,1531121068,0
618892,1534450864,0
617745,1531121187,0
617988,1535289394,0
618893,1534451057,0
617989,1535289750,0
617990,1535289879,0
618555,1527705245,0
618894,1534451660,0
618895,1534452742,0
617746,1531122180,0
618556,1527705466,0
618557,1527705531,0
618896,1534453284,0
617747,1531122324,0
617991,1535291274,0
617992,1535291280,0
617748,1531122412,0
618897,1534453845,0
617993,1535291319,0
621070,1549281022,0
617749,1531122643,0
618898,1534454353,0
618899,1534454362,0
618900,1534454460,0
618901,1534454510,0
618558,1527705949,0
618902,1534454976,0
621071,1549281358,0
621072,1549281369,0
618559,1527706001,0
618903,1534455760,0
618904,1534456040,0
618905,1534456100,0
617994,1535292325,0
617995,1535292443,0
618906,1534456580,0
617996,1535292603,0
618907,1534456917,0
618908,1534457529,0
617997,1535293179,0
618909,1534459081,0
618560,1527707190,0
618910,1534459327,0
618561,1527707240,0
618911,1534460600,0
618912,1534460629,0
618913,1534461142,0
617998,1535294499,0
617999,1535294858,0
618914,1534462495,0
618915,1534463313,0
618562,1527707759,0
618916,1534463464,0
618917,1534463983,0
618000,1535296110,0
621073,1549282790,0
618918,1534464534,0
618919,1534465095,0
618001,1535296898,0
618563,1527708951,0
618002,1535297318,0
618920,1534466211,0
618564,1527709166,0
616981,1587395389,9
618003,1535298361,0
618921,1534466657,0
618565,1527709625,0
621074,1549283002,0
618004,1535298579,0
618922,1534466772,0
618923,1534467187,0
618924,1534467198,0
618566,1527710027,0
618925,1534467452,0
618567,1527710122,0
617750,1531124674,0
618005,1535299671,0
618926,1534468520,0
618006,1535300023,0
618927,1534469046,0
618007,1535300292,0
618008,1535300634,0
618928,1534470766,0
618009,1535301301,0
618568,1527711934,0
618010,1535302332,0
618929,1534472609,0
618011,1535302838,0
618930,1534472942,0
621075,1549284830,0
618012,1535303065,0
618931,1534473187,0
618569,1527712273,0
621076,1549285087,0
618570,1527712644,0
617751,1531127456,0
618013,1535306438,0
618571,1527713358,0
621077,1549285493,0
618014,1535306721,0
621078,1549285525,0
618015,1535307702,0
617752,1531128114,0
618016,1535308153,0
618017,1535310116,0
617753,1531128499,0
617754,1531128562,0
617755,1531128629,0
618572,1527714808,0
618018,1535311059,0
618019,1535311299,0
618573,1527715021,0
618020,1535312097,0
621079,1549285885,0
618932,1534475257,0
621080,1549285985,0
617756,1531129498,0
618933,1534475292,0
618934,1534475330,0
618935,1534475480,0
618936,1534476257,0
618021,1535313278,0
618937,1534476361,0
616982,1587396410,14
618938,1534477040,0
618022,1535313719,0
617757,1531130326,0
618574,1527716181,0
618023,1535314515,0
618939,1534478180,0
618024,1535314536,0
616983,1587396468,0
618025,1535314658,0
618940,1534478377,0
617758,1531130509,0
618941,1534478628,0
617759,1531130583,0
617760,1531130808,0
618026,1535315919,0
618575,1527716662,0
618942,1534480423,0
617761,1531131342,0
618027,1535317053,0
618943,1534480760,0
618576,1527716954,0
618944,1534481060,0
617762,1531131958,0
618945,1534481660,0
618028,1535318310,0
618029,1535318319,0
618030,1535319101,0
618946,1534482250,0
618947,1534482529,0
617763,1531132993,0
618031,1535320007,0
618577,1527717562,0
618948,1534483167,0
618032,1535320119,0
618949,1534483231,0
618950,1534483856,0
617764,1531134521,0
618033,1535320539,0
617765,1531135068,0
618951,1534484722,0
618952,1534484830,0
617766,1531135480,0
618578,1527718559,0
617767,1531137323,0
618579,1527718754,0
618034,1535321858,0
617768,1531137378,0
618953,1534486940,0
618035,1535322159,0
617769,1531138593,0
618580,1527719460,0
617770,1531138807,0
618954,1534488381,0
618955,1534488433,0
618581,1527719754,0
618582,1527719840,0
617771,1531140154,0
618956,1534489629,0
617772,1531140297,0
617773,1531140329,0
618957,1534490853,0
618036,1535323583,0
618583,1527720378,0
618037,1535323597,0
618958,1534491830,0
618038,1535323647,0
618584,1527720526,0
618039,1535323779,0
618959,1534492311,0
617774,1531141518,0
618040,1535325416,0
618960,1534493707,0
618961,1534494080,0
616886,1542515505,0
618962,1534494320,0
618041,1535326777,0
618585,1527721430,0
621081,1549287561,0
617775,1531144632,0
618586,1527721480,0
618042,1535327044,0
618587,1527721635,0
618043,1535327239,0
621082,1549287770,0
618044,1535327516,0
618963,1534496381,0
618588,1527722155,0
618964,1534496465,0
617776,1531146694,0
618965,1534497134,0
618045,1535328297,0
618046,1535328740,0
618047,1535328820,0
618048,1535328831,0
618966,1534497800,0
618049,1535328977,0
618967,1534497935,0
618050,1535329317,0
618589,1527723696,0
617777,1531147494,0
618051,1535330315,0
618968,1534498760,0
618969,1534498800,0
618052,1535330557,0
618590,1527723890,0
618970,1534499469,0
618591,1527723923,0
618592,1527724036,0
617778,1531148839,0
618593,1527724188,0
618053,1535330859,0
618594,1527724290,0
617779,1531149500,0
617780,1531149535,0
618054,1535331149,0
617781,1531149751,0
618055,1535331338,0
618056,1535331378,0
618057,1535331579,0
617782,1531151099,0
618058,1535332072,0
617783,1531151179,0
618595,1527725221,0
618059,1535332706,0
617784,1531152125,0
618060,1535333103,0
618596,1527725778,0
618061,1535333259,0
618597,1527726113,0
618062,1535333867,0
617785,1531152998,0
618063,1535334039,0
618598,1527726544,0
618064,1535334878,0
617786,1531153709,0
618065,1535335080,0
618066,1535335086,0
618971,1534500204,0
617787,1531154343,0
618067,1535335598,0
618599,1527727343,0
617788,1531154403,0
617789,1531154618,0
617790,1531154674,0
618972,1534500919,0
618973,1534501323,0
618974,1534501820,0
617791,1531156015,0
618600,1527728332,0
618068,1535337698,0
618975,1534503089,0
618069,1535337719,0
618976,1534503093,0
618977,1534503397,0
617792,1531157409,0
618978,1534503902,0
617793,1531157643,0
617794,1531157685,0
617795,1531157701,0
618979,1534504186,0
617796,1531157836,0
618070,1535338419,0
617797,1531157949,0
617798,1531158247,0
617799,1531158256,0
617800,1531158268,0
618980,1534505088,0
617801,1531158569,0
618981,1534506025,0
617802,1531159176,0
618071,1535339744,0
618982,1534507312,0
618601,1527729014,0
618072,1535340513,0
618983,1534507703,0
617803,1531160449,0
617804,1531160482,0
617805,1531160516,0
618602,1527729330,0
618984,1534508711,0
617806,1531161199,0
618603,1527729602,0
618985,1534509358,0
617807,1531161410,0
618986,1534509856,0
618987,1534510044,0
618604,1527730060,0
618073,1535341645,0
618988,1534511244,0
617808,1531163202,0
618989,1534511959,0
617809,1531163296,0
617810,1531163396,0
617811,1531163549,0
618990,1534512110,0
617812,1531163648,0
618605,1527730343,0
618074,1535342539,0
618991,1534512382,0
617813,1531163986,0
618075,1535342708,0
618606,1527730558,0
618992,1534512723,0
617814,1531164375,0
618076,1535343648,0
621083,1549289647,0
618077,1535343783,0
617815,1531164779,0
618078,1535343858,0
617816,1531164976,0
618079,1535344103,0
618607,1527730924,0
618080,1535344478,0
618993,1534514582,0
618608,1527731174,0
617817,1531165562,0
618994,1534514784,0
618995,1534514908,0
618081,1535344648,0
618082,1535344718,0
617818,1531166423,0
618996,1534516108,0
618997,1534516180,0
618083,1535345079,0
618084,1535345170,0
617819,1531166975,0
618085,1535345353,0
618998,1534516644,0
618999,1534516651,0
618086,1535345438,0
618087,1535345798,0
619000,1534517329,0
617820,1531168277,0
618088,1535346075,0
618089,1535346159,0
618090,1535346266,0
617821,1531170689,0
618091,1535347624,0
619001,1534519030,0
617822,1531170744,0
618092,1535348321,0
618609,1527733045,0
617823,1531171625,0
619002,1534519590,0
618093,1535349352,0
617824,1531172039,0
621084,1549291609,0
617825,1531172575,0
619003,1534520600,0
617826,1531173414,0
619004,1534520884,0
617827,1531174383,0
618094,1535350838,0
621085,1549292212,0
619005,1534522371,0
617828,1531176129,0
618610,1527734160,0
619006,1534522525,0
617829,1531176571,0
619007,1534522583,0
617830,1531176975,0
617831,1531176994,0
617832,1531177499,0
619008,1534522934,0
618611,1527734565,0
617833,1531178360,0
621086,1549292809,0
619009,1534523530,0
617834,1531178952,0
618095,1535353238,0
617835,1531179093,0
621087,1549293259,0
617836,1531179932,0
617837,1531180526,0
618612,1527735592,0
621088,1549293727,0
617838,1531181293,0
617839,1531181631,0
621089,1549293913,0
617840,1531181635,0
617841,1531182380,0
617842,1531182915,0
617843,1531182985,0
617844,1531183103,0
617845,1531183351,0
617846,1531183511,0
617847,1531183625,0
621090,1549294883,0
617848,1531184339,0
617849,1531184351,0
617850,1531184478,0
617851,1531184505,0
617852,1531184648,0
619010,1534524487,0
617853,1531185701,0
619011,1534524819,0
617854,1531185710,0
617855,1531185722,0
617856,1531186140,0
619012,1534525130,0
621091,1549296083,0
619013,1534525202,0
618096,1535355219,0
621092,1549296133,0
618097,1535355422,0
617857,1531187517,0
619014,1534525214,0
616984,1587399470,64
617858,1531187640,0
618098,1535355984,0
621093,1549297507,0
618613,1527737113,0
617859,1531187714,0
619015,1534525581,0
618099,1535356505,0
616975,1587305827,13
621094,1549298047,0
617860,1531187800,0
618614,1527737449,0
619016,1534525960,0
618100,1535356958,0
621095,1549298241,0
618101,1535357096,0
619017,1534526548,0
619018,1534526742,0
618102,1535357385,0
617861,1531188211,0
621096,1549300013,0
621097,1549300062,0
618615,1527738130,0
621098,1549300241,0
621099,1549300266,0
619019,1534527142,0
618103,1535358340,0
619020,1534527236,0
618104,1535358349,0
618105,1535358400,0
621100,1549302713,0
618616,1527739139,0
621101,1549304181,0
617862,1531189616,0
621102,1549304368,0
618617,1527739604,0
619021,1534528298,0
621103,1549304428,0
621104,1549304784,0
621105,1549305068,0
619022,1534528547,0
618106,1535358999,0
618618,1527739636,0
621106,1549306249,0
618619,1527739908,0
619023,1534529469,0
621107,1549306789,0
621108,1549307527,0
617863,1531190318,0
621109,1549308022,0
621110,1549308065,0
619024,1534530659,0
621111,1549308351,0
621112,1549308553,0
621113,1549308914,0
621114,1549309071,0
618620,1527740319,0
621115,1549309158,0
621116,1549309178,0
618621,1527740468,0
618622,1527740563,0
618209,1535360195,0
618725,1527740716,0
619127,1534532078,0
621219,1549310690,0
621220,1549310826,0
621221,1549311830,0
619128,1534532498,0
621222,1549312063,0
618726,1527741233,0
619129,1534532539,0
621223,1549312291,0
618727,1527741320,0
618210,1535361219,0
617966,1531191188,0
619130,1534532818,0
621224,1549313149,0
619131,1534533014,0
619132,1534533024,0
619133,1534533059,0
618211,1535361992,0
621225,1549314548,0
617967,1531191530,0
617968,1531191583,0
621226,1549315282,0
618212,1535362746,0
619134,1534533748,0
621227,1549316845,0
618728,1527742786,0
619135,1534533892,0
621228,1549316888,0
617969,1531192236,0
621229,1549317143,0
618213,1535363618,0
621230,1549318029,0
619136,1534535106,0
618729,1527743246,0
621231,1549318612,0
619137,1534535162,0
617970,1531193353,0
619138,1534535268,0
617971,1531193430,0
618214,1535365315,0
617972,1531193806,0
618215,1535365779,0
621232,1549319664,0
621233,1549319725,0
618730,1527744372,0
621234,1549321432,0
618216,1535367058,0
621235,1549322209,0
618217,1535367133,0
617973,1531197056,0
621236,1549324009,0
618218,1535367518,0
618219,1535367639,0
618731,1527745068,0
618220,1535367894,0
618732,1527745124,0
619139,1534538628,0
617974,1531197392,0
617975,1531197463,0
618221,1535368175,0
618222,1535368497,0
619140,1534539208,0
617976,1531198495,0
617977,1531198600,0
617978,1531198622,0
618223,1535369475,0
618224,1535369544,0
618225,1535369773,0
617979,1531199350,0
621237,1549325945,0
617980,1531199585,0
621238,1549326170,0
621239,1549326248,0
621240,1549326281,0
621241,1549326324,0
617981,1531200330,0
621242,1549326803,0
621243,1549326861,0
619141,1534540027,0
621244,1549327223,0
619142,1534540205,0
621245,1549327552,0
618226,1535371874,0
617982,1531202141,0
618227,1535371967,0
617983,1531202170,0
618228,1535372204,0
617984,1531202355,0
617985,1531202818,0
618229,1535372839,0
618733,1527748097,0
617986,1531203248,0
618230,1535373153,0
618734,1527748115,0
619143,1534540731,0
619144,1534541078,0
619145,1534541438,0
621246,1549328301,0
619146,1534541604,0
619147,1534541981,0
617987,1531207432,0
619148,1534542049,0
619149,1534542143,0
619150,1534542189,0
617988,1531207460,0
618735,1527749190,0
619151,1534542394,0
617989,1531208443,0
619152,1534543419,0
618736,1527749741,0
619153,1534544072,0
617990,1531210932,0
619154,1534544493,0
619155,1534544513,0
619156,1534544509,0
618737,1527750133,0
621247,1549329844,0
619157,1534544960,0
621248,1549330025,0
621249,1549330042,0
619158,1534545238,0
621250,1549330144,0
618231,1535376165,0
619159,1534545343,0
619160,1534545564,0
618232,1535376183,0
617991,1531211172,0
619161,1534545740,0
617992,1531211519,0
621251,1549331166,0
619162,1534546820,0
618233,1535376334,0
618234,1535376344,0
618738,1527751127,0
618235,1535376594,0
619163,1534547600,0
619164,1534547654,0
617993,1531212777,0
619165,1534548449,0
617994,1531213331,0
619166,1534548666,0
619167,1534548933,0
621252,1549332683,0
619168,1534549132,0
618236,1535377307,0
618739,1527752035,0
617995,1531214764,0
618237,1535377463,0
618740,1527752121,0
619169,1534550476,0
617996,1531215076,0
617997,1531215096,0
618238,1535377659,0
617998,1531215377,0
617999,1531215440,0
618000,1531215462,0
619170,1534551564,0
618239,1535377829,0
619171,1534552100,0
618741,1527752569,0
619172,1534552152,0
619173,1534552190,0
619174,1534552346,0
618001,1531216458,0
618002,1531216958,0
621253,1549333849,0
618240,1535378404,0
621254,1549333970,0
618003,1531217735,0
619175,1534553806,0
618004,1531217918,0
618742,1527753469,0
619176,1534554049,0
621255,1549334548,0
618005,1531218556,0
619177,1534554271,0
621256,1549334753,0
618006,1531218892,0
619178,1534554517,0
619179,1534554597,0
618007,1531219401,0
619180,1534554733,0
619181,1534554920,0
618241,1535379174,0
619182,1534554981,0
621257,1549335424,0
618008,1531220422,0
618242,1535379408,0
618743,1527754122,0
619183,1534556636,0
618009,1531221606,0
618010,1531221745,0
618011,1531222316,0
621258,1549336399,0
618012,1531222376,0
621259,1549336584,0
618013,1531223040,0
621260,1549336673,0
618243,1535380164,0
618014,1531223274,0
619184,1534558683,0
618015,1531223929,0
618016,1531224022,0
618744,1527755350,0
621261,1549337389,0
618017,1531224846,0
618745,1527755519,0
621262,1549337633,0
619185,1534559255,0
618018,1531225392,0
621263,1549337782,0
621264,1549338053,0
618019,1531226089,0
619186,1534560176,0
618020,1531226118,0
618021,1531226177,0
618022,1531226371,0
618746,1527756875,0
621265,1549339031,0
619187,1534561130,0
618023,1531227204,0
618747,1527757259,0
619188,1534561821,0
618024,1531227380,0
619189,1534561907,0
621266,1549339928,0
619190,1534562480,0
618025,1531227805,0
621267,1549340064,0
618748,1527757579,0
618026,1531228272,0
618027,1531229003,0
621268,1549340657,0
621269,1549341264,0
621270,1549341383,0
621271,1549341485,0
618028,1531229820,0
619191,1534565421,0
618749,1527758474,0
621272,1549343030,0
618029,1531230108,0
619192,1534565946,0
618030,1531230618,0
618031,1531230872,0
621273,1549343886,0
618750,1527758823,0
621274,1549344591,0
618032,1531232169,0
618751,1527759073,0
621275,1549345012,0
619193,1534568360,0
621276,1549345104,0
616989,1542516798,0
619194,1534568900,0
621277,1549346301,0
618752,1527759632,0
618033,1531234975,0
619195,1534568936,0
621278,1549346721,0
619196,1534569243,0
618034,1531235460,0
619197,1534569303,0
621279,1549347440,0
618753,1527760119,0
619198,1534569545,0
619199,1534570059,0
618754,1527760272,0
621280,1549348146,0
618244,1535381604,0
619200,1534570370,0
621281,1549348434,0
618035,1531237051,0
619201,1534570431,0
621282,1549349301,0
619202,1534570766,0
621283,1549349511,0
621284,1549349646,0
619203,1534571267,0
621285,1549349674,0
621286,1549349682,0
618036,1531237569,0
621287,1549351326,0
619204,1534571780,0
618755,1527761517,0
621288,1549352405,0
618037,1531238039,0
619205,1534572082,0
621289,1549352665,0
621290,1549353440,0
621291,1549353785,0
621292,1549354087,0
618245,1535382099,0
618246,1535382102,0
619206,1534572357,0
621293,1549354943,0
621294,1549354950,0
621295,1549355902,0
621296,1549356293,0
621297,1549356294,0
621298,1549356505,0
618038,1531238782,0
621299,1549356664,0
621300,1549356853,0
621301,1549356873,0
621302,1549357043,0
621303,1549357129,0
621304,1549357731,0
621305,1549358104,0
621306,1549358167,0
618247,1535382759,0
618039,1531239663,0
621307,1549359353,0
621308,1549359409,0
621309,1549359980,0
618040,1531240698,0
618041,1531241420,0
619207,1534574984,0
618756,1527763092,0
619208,1534575313,0
619209,1534575487,0
618757,1527763097,0
619210,1534575523,0
618042,1531242416,0
619211,1534575618,0
619212,1534576185,0
619213,1534576593,0
618758,1527763826,0
619214,1534576916,0
619215,1534577067,0
619216,1534577232,0
619217,1534577278,0
618043,1531244499,0
618759,1527764779,0
619218,1534578393,0
618760,1527764918,0
618044,1531245579,0
619219,1534578859,0
621310,1549361453,0
619220,1534579813,0
619221,1534580240,0
621311,1549362323,0
618045,1531246964,0
621312,1549362381,0
619222,1534580641,0
618046,1531247101,0
621313,1549362983,0
621314,1549363024,0
618047,1531247627,0
621315,1549363729,0
618048,1531247767,0
621316,1549363910,0
618049,1531248102,0
621317,1549364269,0
619223,1534582791,0
621318,1549364389,0
619224,1534583218,0
619225,1534583480,0
618761,1527765926,0
619226,1534583540,0
618050,1531249849,0
621319,1549365529,0
621320,1549365964,0
621321,1549366031,0
621322,1549366251,0
621323,1549366444,0
618051,1531250768,0
621324,1549366454,0
621325,1549366582,0
621326,1549366912,0
618052,1531251254,0
619227,1534585520,0
621327,1549367692,0
621328,1549368126,0
621329,1549368559,0
618762,1527766996,0
619228,1534587075,0
621330,1549369224,0
621331,1549369477,0
618053,1531253671,0
619229,1534587899,0
621332,1549369671,0
621333,1549369884,0
619230,1534588402,0
618054,1531254322,0
618763,1527767614,0
621334,1549370029,0
618055,1531254637,0
618056,1531254867,0
618057,1531255122,0
619231,1534589543,0
619232,1534589584,0
618058,1531255260,0
621335,1549370377,0
618059,1531255616,0
618248,1535384378,0
619233,1534590089,0
621336,1549370571,0
618060,1531256123,0
619234,1534590162,0
619235,1534590240,0
618764,1527768553,0
618061,1531256887,0
621337,1549371487,0
618249,1535384555,0
618062,1531257447,0
619236,1534591379,0
618765,1527768847,0
618250,1535384774,0
618766,1527768880,0
618767,1527768943,0
618063,1531258594,0
618064,1531258777,0
621338,1549371772,0
618065,1531258910,0
618768,1527769072,0
618251,1535385049,0
621339,1549372145,0
618066,1531260185,0
618067,1531260423,0
618068,1531260527,0
618069,1531260599,0
618070,1531260858,0
618071,1531260893,0
619237,1534593905,0
618072,1531261047,0
621340,1549372641,0
619238,1534593988,0
618073,1531261214,0
618252,1535385759,0
621341,1549373004,0
618769,1527770009,0
619239,1534595642,0
618074,1531262886,0
619240,1534595694,0
618253,1535386227,0
619241,1534595844,0
619242,1534595961,0
619243,1534596275,0
621342,1549374203,0
618254,1535386875,0
618075,1531264615,0
618076,1531264884,0
618077,1531266092,0
618078,1531266121,0
619244,1534598900,0
621343,1549375164,0
618079,1531266763,0
619245,1534598963,0
619246,1534599086,0
618080,1531267614,0
619247,1534599675,0
618255,1535387259,0
618256,1535387319,0
621344,1549376243,0
618257,1535387394,0
618081,1531268492,0
618770,1527772000,0
621345,1549376465,0
618082,1531269352,0
621346,1549376873,0
618258,1535387709,0
619248,1534601991,0
618083,1531270542,0
621347,1549377049,0
619249,1534602291,0
618084,1531270928,0
618085,1531271157,0
618771,1527772733,0
618086,1531271400,0
618259,1535388027,0
619250,1534604430,0
618087,1531271859,0
618260,1535388108,0
618261,1535388125,0
618262,1535388178,0
619251,1534605456,0
621348,1549378165,0
619252,1534605990,0
621349,1549378550,0
618088,1531273017,0
617087,1587399872,0
621350,1549378850,0
618772,1527773143,0
619253,1534606876,0
618089,1531273389,0
618263,1535389630,0
621351,1549379405,0
618264,1535389658,0
618090,1531273663,0
621352,1549380084,0
619254,1534608803,0
619255,1534609160,0
619256,1534609498,0
619257,1534609521,0
618265,1535390320,0
619258,1534609940,0
618773,1527773618,0
621353,1549380624,0
619259,1534610660,0
618091,1531275059,0
621466,1549380710,0
619372,1534611320,0
621467,1549380785,0
619373,1534611458,0
618886,1527773907,0
621468,1549382364,0
621469,1549382589,0
618204,1531275414,0
621470,1549383185,0
618378,1535391207,0
621471,1549383743,0
621472,1549383833,0
621473,1549385389,0
619374,1534612127,0
618379,1535391540,0
621474,1549386411,0
621475,1549386565,0
621476,1549387730,0
621477,1549388346,0
621478,1549388465,0
621479,1549389178,0
621480,1549389208,0
621481,1549389975,0
621482,1549390039,0
619375,1534613155,0
621483,1549391871,0
618205,1531277088,0
618380,1535392368,0
619376,1534613339,0
621484,1549392186,0
618206,1531277548,0
621485,1549392933,0
618207,1531277685,0
618208,1531277933,0
621486,1549394227,0
621487,1549394240,0
621488,1549394320,0
621489,1549395383,0
621490,1549395534,0
621491,1549396370,0
619377,1534613542,0
621492,1549397072,0
619378,1534613546,0
618209,1531278298,0
621493,1549398606,0
621494,1549399266,0
621495,1549399705,0
621496,1549400869,0
621497,1549401021,0
621498,1549401351,0
621499,1549401494,0
621500,1549403693,0
621501,1549403764,0
621502,1549404321,0
621503,1549404531,0
621504,1549404912,0
621505,1549406032,0
621506,1549406211,0
621507,1549407352,0
621508,1549407375,0
621509,1549408285,0
621510,1549408309,0
621511,1549408729,0
618381,1535395131,0
621512,1549408972,0
619379,1534613944,0
621513,1549409390,0
621514,1549409526,0
621515,1549411129,0
621516,1549411191,0
621517,1549411432,0
621518,1549411669,0
621519,1549411943,0
618887,1527774448,0
621520,1549412782,0
621521,1549413289,0
621522,1549413424,0
621523,1549414951,0
618382,1535395778,0
621524,1549416065,0
621525,1549416424,0
621526,1549417429,0
621527,1549417791,0
621528,1549420805,0
621529,1549421245,0
621530,1549421284,0
621531,1549422710,0
621532,1549424510,0
618383,1535396580,0
618384,1535396683,0
619380,1534614581,0
621533,1549425966,0
619381,1534614630,0
618210,1531278525,0
619382,1534614826,0
621534,1549426609,0
618888,1527774770,0
621535,1549426852,0
619383,1534615902,0
621536,1549427104,0
623833,1549427347,0
623834,1549427824,0
623835,1549427860,0
623836,1549428675,0
620507,1531278677,0
623837,1549430270,0
620681,1535397941,0
623838,1549430326,0
623839,1549430407,0
623840,1549430842,0
620508,1531279124,0
623841,1549432071,0
620509,1531279209,0
623842,1549432090,0
620682,1535398182,0
620683,1535398543,0
623843,1549435061,0
623844,1549436065,0
623845,1549436813,0
623846,1549436845,0
623847,1549437484,0
623848,1549437605,0
623849,1549437851,0
623850,1549437908,0
623851,1549438763,0
623852,1549440321,0
623853,1549441446,0
620684,1535399296,0
623854,1549442032,0
623855,1549443574,0
623856,1549444807,0
623857,1549446128,0
623858,1549446442,0
623859,1549446502,0
623860,1549447025,0
623861,1549447143,0
623862,1549448164,0
623863,1549448391,0
620685,1535400279,0
623864,1549449612,0
623865,1549451284,0
623866,1549451511,0
623867,1549452126,0
620686,1535401059,0
623868,1549453403,0
623869,1549453911,0
623870,1549454001,0
623871,1549454764,0
620687,1535402103,0
623872,1549456343,0
623873,1549457063,0
620510,1531279387,0
623874,1549457962,0
620688,1535403358,0
620511,1531279432,0
620689,1535403939,0
620690,1535405443,0
620691,1535405576,0
620692,1535405645,0
620693,1535405979,0
620694,1535406339,0
620695,1535406410,0
620696,1535406879,0
620512,1531280560,0
620697,1535407210,0
620698,1535407959,0
620699,1535408343,0
620700,1535408690,0
620701,1535409208,0
620513,1531281284,0
620702,1535409418,0
620703,1535409461,0
620514,1531282174,0
620515,1531282924,0
621185,1527775847,0
620704,1535411193,0
621186,1527776002,0
620705,1535413798,0
620706,1535414296,0
620707,1535414748,0
620708,1535414860,0
620709,1535415178,0
620710,1535415391,0
620711,1535415579,0
620712,1535415907,0
620713,1535416816,0
620714,1535417559,0
623875,1549463751,0
620715,1535418519,0
620716,1535419000,0
623876,1549464367,0
623877,1549464441,0
620717,1535420005,0
623878,1549465041,0
620718,1535420138,0
623879,1549465266,0
621187,1527776317,0
623880,1549465446,0
620719,1535420679,0
620720,1535421011,0
623881,1549466870,0
621188,1527777372,0
620721,1535421997,0
620722,1535423138,0
623882,1549467501,0
620723,1535423530,0
623883,1549467833,0
623884,1549467951,0
620724,1535423975,0
621189,1527779421,0
623885,1549468971,0
620725,1535426067,0
620726,1535426104,0
621190,1527780003,0
620727,1535426921,0
623886,1549469269,0
621191,1527780249,0
620728,1535427578,0
620729,1535428105,0
620730,1535428481,0
621192,1527781112,0
620731,1535428613,0
621193,1527781289,0
621194,1527781905,0
620516,1531283756,0
623887,1549470349,0
620732,1535430086,0
623888,1549470593,0
620733,1535430108,0
621195,1527783719,0
620734,1535430848,0
621196,1527783888,0
620735,1535430960,0
621197,1527784060,0
620736,1535431315,0
620737,1535431404,0
620738,1535431598,0
621198,1527784362,0
621199,1527785150,0
621200,1527785212,0
623889,1549473049,0
620739,1535432413,0
623890,1549473443,0
623891,1549473711,0
623892,1549474551,0
623893,1549474576,0
623894,1549475031,0
623895,1549475110,0
623896,1549475226,0
623897,1549475264,0
621201,1527785676,0
623898,1549475451,0
621202,1527786132,0
621203,1527787085,0
620740,1535432679,0
620741,1535432738,0
621204,1527787208,0
621205,1527787458,0
623899,1549476709,0
623900,1549477446,0
623901,1549478106,0
623902,1549478213,0
621206,1527788221,0
620742,1535435018,0
623903,1549480790,0
620743,1535435378,0
620744,1535435536,0
620745,1535435619,0
620746,1535435742,0
620747,1535435762,0
621207,1527788753,0
623904,1549481166,0
620748,1535436072,0
623905,1549481512,0
623906,1549481766,0
623907,1549481781,0
623908,1549482801,0
623909,1549483506,0
623910,1549483582,0
623911,1549485561,0
623912,1549485804,0
620749,1535436215,0
620750,1535436744,0
621208,1527792506,0
623913,1549485904,0
621209,1527792692,0
623914,1549486185,0
621210,1527793620,0
623915,1549486804,0
620751,1535437671,0
623916,1549487001,0
621211,1527793870,0
620517,1531285689,0
623917,1549487271,0
623918,1549487363,0
620752,1535438138,0
621212,1527794221,0
623919,1549487493,0
623920,1549488680,0
623921,1549488788,0
623922,1549490407,0
623923,1549490436,0
623924,1549490455,0
623925,1549490752,0
623926,1549491501,0
621213,1527794789,0
623927,1549492370,0
623928,1549492910,0
623929,1549493365,0
621214,1527794983,0
620518,1531286753,0
623930,1549494261,0
623931,1549494850,0
623932,1549494924,0
621215,1527795235,0
623933,1549496499,0
623934,1549497471,0
623935,1549498086,0
623936,1549498865,0
623937,1549499045,0
620519,1531287073,0
